index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
112,537463,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,07/12/10 10:08,2.55,12681.0,France
113,537463,22037,ROBOT BIRTHDAY CARD,12,07/12/10 10:08,0.42,12681.0,France
114,537463,22027,TEA PARTY BIRTHDAY CARD,12,07/12/10 10:08,0.42,12681.0,France
115,537463,21506,"FANCY FONT BIRTHDAY CARD, ",12,07/12/10 10:08,0.42,12681.0,France
116,537463,21064,BOOM BOX SPEAKER BOYS,4,07/12/10 10:08,5.95,12681.0,France
117,537463,21238,RED RETROSPOT CUP,16,07/12/10 10:08,0.85,12681.0,France
118,537463,22191,IVORY DINER WALL CLOCK,2,07/12/10 10:08,8.5,12681.0,France
119,537463,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,07/12/10 10:08,2.55,12681.0,France
120,537463,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,07/12/10 10:08,2.55,12681.0,France
121,537463,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,07/12/10 10:08,0.85,12681.0,France
122,537463,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,07/12/10 10:08,0.85,12681.0,France
123,537463,20719,WOODLAND CHARLOTTE BAG,10,07/12/10 10:08,0.85,12681.0,France
124,537463,21680,WOODLAND  STICKERS,12,07/12/10 10:08,0.85,12681.0,France
125,537463,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,07/12/10 10:08,1.65,12681.0,France
126,537463,21212,PACK OF 72 RETROSPOT CAKE CASES,24,07/12/10 10:08,0.55,12681.0,France
127,537463,22312,OFFICE MUG WARMER POLKADOT,24,07/12/10 10:08,2.95,12681.0,France
128,537463,22313,OFFICE MUG WARMER PINK,18,07/12/10 10:08,2.95,12681.0,France
129,537463,22301,COFFEE MUG CAT + BIRD DESIGN,18,07/12/10 10:08,2.55,12681.0,France
130,537463,22300,COFFEE MUG DOG + BALL DESIGN,12,07/12/10 10:08,2.55,12681.0,France
131,537463,22894,TABLECLOTH RED APPLES DESIGN ,4,07/12/10 10:08,8.5,12681.0,France
132,537463,22365,DOORMAT RESPECTABLE HOUSE,2,07/12/10 10:08,7.95,12681.0,France
133,537463,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,07/12/10 10:08,3.25,12681.0,France
134,537463,20681,PINK POLKADOT CHILDRENS UMBRELLA,6,07/12/10 10:08,3.25,12681.0,France
135,537463,84692,BOX OF 24 COCKTAIL PARASOLS,25,07/12/10 10:08,0.42,12681.0,France
136,537463,22467,GUMBALL COAT RACK,36,07/12/10 10:08,2.1,12681.0,France
137,537463,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,07/12/10 10:08,2.95,12681.0,France
138,537463,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,07/12/10 10:08,1.25,12681.0,France
139,537463,22908,PACK OF 20 NAPKINS RED APPLES,12,07/12/10 10:08,0.85,12681.0,France
140,537463,22348,TEA BAG PLATE RED RETROSPOT,36,07/12/10 10:08,0.85,12681.0,France
141,537463,21719,LOVELY BONBON STICKER SHEET,12,07/12/10 10:08,0.85,12681.0,France
142,537463,21721,CANDY SHOP  STICKER SHEET,12,07/12/10 10:08,0.85,12681.0,France
143,537463,21544,SKULLS  WATER TRANSFER TATTOOS ,12,07/12/10 10:08,0.85,12681.0,France
144,537463,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,07/12/10 10:08,2.95,12681.0,France
145,537463,21731,RED TOADSTOOL LED NIGHT LIGHT,72,07/12/10 10:08,1.65,12681.0,France
146,537463,POST,POSTAGE,4,07/12/10 10:08,18.0,12681.0,France
147,537468,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,07/12/10 10:36,3.95,12567.0,France
148,537468,21485,RETROSPOT HEART HOT WATER BOTTLE,6,07/12/10 10:36,4.95,12567.0,France
149,537468,22837,HOT WATER BOTTLE BABUSHKA ,4,07/12/10 10:36,4.65,12567.0,France
150,537468,22113,GREY HEART HOT WATER BOTTLE,4,07/12/10 10:36,3.75,12567.0,France
151,537468,22111,SCOTTIE DOG HOT WATER BOTTLE,3,07/12/10 10:36,4.95,12567.0,France
152,537468,22110,BIRD HOUSE HOT WATER BOTTLE,12,07/12/10 10:36,2.55,12567.0,France
153,537468,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,07/12/10 10:36,1.49,12567.0,France
154,537468,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,07/12/10 10:36,3.75,12567.0,France
155,537468,22750,FELTCRAFT PRINCESS LOLA DOLL,4,07/12/10 10:36,3.75,12567.0,France
156,537468,22272,FELTCRAFT DOLL MARIA,6,07/12/10 10:36,2.95,12567.0,France
157,537468,20725,LUNCH BAG RED RETROSPOT,10,07/12/10 10:36,1.65,12567.0,France
158,537468,22383,LUNCH BAG SUKI  DESIGN ,10,07/12/10 10:36,1.65,12567.0,France
159,537468,22382,LUNCH BAG SPACEBOY DESIGN ,10,07/12/10 10:36,1.65,12567.0,France
160,537468,22418,10 COLOUR SPACEBOY PEN,24,07/12/10 10:36,0.85,12567.0,France
161,537468,22745,POPPY'S PLAYHOUSE BEDROOM ,6,07/12/10 10:36,2.1,12567.0,France
162,537468,22748,POPPY'S PLAYHOUSE KITCHEN,6,07/12/10 10:36,2.1,12567.0,France
163,537468,22747,POPPY'S PLAYHOUSE BATHROOM,6,07/12/10 10:36,2.1,12567.0,France
164,537468,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,07/12/10 10:36,0.42,12567.0,France
165,537468,POST,POSTAGE,3,07/12/10 10:36,18.0,12567.0,France
166,537468,22654,DELUXE SEWING KIT ,9,07/12/10 10:36,5.95,12567.0,France
167,537693,22710,WRAP I LOVE LONDON ,25,08/12/10 10:45,0.42,12441.0,France
168,537693,22052,VINTAGE CARAVAN GIFT WRAP,25,08/12/10 10:45,0.42,12441.0,France
169,537693,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,08/12/10 10:45,0.42,12441.0,France
170,537693,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,08/12/10 10:45,2.95,12441.0,France
171,537693,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,08/12/10 10:45,2.95,12441.0,France
172,537693,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,08/12/10 10:45,2.95,12441.0,France
173,537693,22744,MAKE YOUR OWN MONSOON CARD KIT,6,08/12/10 10:45,2.95,12441.0,France
174,537693,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,08/12/10 10:45,3.75,12441.0,France
175,537693,47566B,TEA TIME PARTY BUNTING,5,08/12/10 10:45,4.65,12441.0,France
176,537693,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,08/12/10 10:45,1.25,12441.0,France
177,537693,POST,POSTAGE,1,08/12/10 10:45,18.0,12441.0,France
181,537897,POST,POSTAGE,1,09/12/10 10:37,18.0,12683.0,France
182,537897,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,09/12/10 10:37,0.85,12683.0,France
183,537897,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,09/12/10 10:37,0.85,12683.0,France
184,537897,22255,FELT TOADSTOOL  SMALL,12,09/12/10 10:37,0.85,12683.0,France
185,537897,21731,RED TOADSTOOL LED NIGHT LIGHT,12,09/12/10 10:37,1.65,12683.0,France
186,537897,22752,SET 7 BABUSHKA NESTING BOXES,2,09/12/10 10:37,8.5,12683.0,France
187,537897,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,09/12/10 10:37,3.75,12683.0,France
188,537897,21481,FAWN BLUE HOT WATER BOTTLE,6,09/12/10 10:37,2.95,12683.0,France
189,537897,22454,MEASURING TAPE BABUSHKA RED,6,09/12/10 10:37,2.95,12683.0,France
190,537897,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,09/12/10 10:37,1.49,12683.0,France
191,537897,22974,CHILDRENS DOLLY GIRL MUG,12,09/12/10 10:37,1.65,12683.0,France
192,537897,20685,DOORMAT RED RETROSPOT,2,09/12/10 10:37,7.95,12683.0,France
193,537897,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,09/12/10 10:37,2.95,12683.0,France
194,537967,21843,RED RETROSPOT CAKE STAND,2,09/12/10 11:31,10.95,12494.0,France
195,537967,22667,RECIPE BOX RETROSPOT ,6,09/12/10 11:31,2.95,12494.0,France
196,537967,POST,POSTAGE,1,09/12/10 11:31,18.0,12494.0,France
197,538008,22331,WOODLAND PARTY BAG + STICKER SET,16,09/12/10 12:17,1.65,12683.0,France
198,538008,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,09/12/10 12:17,0.85,12683.0,France
199,538008,22908,PACK OF 20 NAPKINS RED APPLES,24,09/12/10 12:17,0.85,12683.0,France
200,538008,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,09/12/10 12:17,0.85,12683.0,France
201,538008,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,09/12/10 12:17,1.25,12683.0,France
202,538008,22938,CUPCAKE LACE PAPER SET 6,12,09/12/10 12:17,1.95,12683.0,France
203,538008,47599A,PINK PARTY BAGS,12,09/12/10 12:17,2.1,12683.0,France
204,538008,47599B,BLUE PARTY BAGS ,12,09/12/10 12:17,2.1,12683.0,France
205,538008,22704,WRAP RED APPLES ,25,09/12/10 12:17,0.42,12683.0,France
206,538008,22894,TABLECLOTH RED APPLES DESIGN ,2,09/12/10 12:17,8.5,12683.0,France
207,538008,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,09/12/10 12:17,2.95,12683.0,France
208,538008,22897,OVEN MITT APPLES DESIGN,10,09/12/10 12:17,1.45,12683.0,France
209,538008,22898,CHILDRENS APRON APPLES DESIGN,8,09/12/10 12:17,1.95,12683.0,France
210,538008,22705,WRAP GREEN PEARS ,25,09/12/10 12:17,0.42,12683.0,France
211,538008,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,09/12/10 12:17,8.5,12683.0,France
212,538008,22630,DOLLY GIRL LUNCH BOX,12,09/12/10 12:17,1.95,12683.0,France
213,538008,22899,CHILDREN'S APRON DOLLY GIRL ,12,09/12/10 12:17,2.1,12683.0,France
214,538008,22333,RETROSPOT PARTY BAG + STICKER SET,16,09/12/10 12:17,1.65,12683.0,France
215,538008,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,09/12/10 12:17,3.75,12683.0,France
216,538008,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,09/12/10 12:17,2.55,12683.0,France
217,538008,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,09/12/10 12:17,2.55,12683.0,France
218,538008,22859,EASTER TIN BUNNY BOUQUET,6,09/12/10 12:17,1.65,12683.0,France
219,538008,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,09/12/10 12:17,0.55,12683.0,France
220,538008,84992,72 SWEETHEART FAIRY CAKE CASES,24,09/12/10 12:17,0.55,12683.0,France
221,538008,21086,SET/6 RED SPOTTY PAPER CUPS,12,09/12/10 12:17,0.65,12683.0,France
222,538008,21094,SET/6 RED SPOTTY PAPER PLATES,12,09/12/10 12:17,0.85,12683.0,France
223,538008,21154,RED RETROSPOT OVEN GLOVE ,10,09/12/10 12:17,1.25,12683.0,France
224,538008,21843,RED RETROSPOT CAKE STAND,2,09/12/10 12:17,10.95,12683.0,France
225,538008,22435,SET OF 9 HEART SHAPED BALLOONS,12,09/12/10 12:17,1.25,12683.0,France
226,538008,22437,SET OF 9 BLACK SKULL BALLOONS,20,09/12/10 12:17,0.85,12683.0,France
227,538008,22972,CHILDREN'S SPACEBOY MUG,12,09/12/10 12:17,1.65,12683.0,France
228,538008,22973,CHILDREN'S CIRCUS PARADE MUG,12,09/12/10 12:17,1.65,12683.0,France
229,538008,22974,CHILDRENS DOLLY GIRL MUG,12,09/12/10 12:17,1.65,12683.0,France
230,538008,22975,SPACEBOY CHILDRENS EGG CUP,12,09/12/10 12:17,1.25,12683.0,France
231,538008,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,09/12/10 12:17,1.25,12683.0,France
232,538008,22977,DOLLY GIRL CHILDRENS EGG CUP,12,09/12/10 12:17,1.25,12683.0,France
233,538008,21121,SET/10 RED POLKADOT PARTY CANDLES,24,09/12/10 12:17,1.25,12683.0,France
234,538008,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,09/12/10 12:17,1.25,12683.0,France
235,538008,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,09/12/10 12:17,1.25,12683.0,France
236,538008,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,09/12/10 12:17,1.25,12683.0,France
237,538008,POST,POSTAGE,5,09/12/10 12:17,18.0,12683.0,France
238,538093,22736,RIBBON REEL MAKING SNOWMEN ,10,09/12/10 14:49,1.65,12682.0,France
239,538093,22738,RIBBON REEL SNOWY VILLAGE,10,09/12/10 14:49,1.65,12682.0,France
240,538093,20679,EDWARDIAN PARASOL RED,12,09/12/10 14:49,5.95,12682.0,France
241,538093,15056BL,EDWARDIAN PARASOL BLACK,12,09/12/10 14:49,5.95,12682.0,France
242,538093,22077,6 RIBBONS RUSTIC CHARM,12,09/12/10 14:49,1.65,12682.0,France
243,538093,21731,RED TOADSTOOL LED NIGHT LIGHT,12,09/12/10 14:49,1.65,12682.0,France
244,538093,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,09/12/10 14:49,1.25,12682.0,France
245,538093,22620,4 TRADITIONAL SPINNING TOPS,12,09/12/10 14:49,1.25,12682.0,France
246,538093,22551,PLASTERS IN TIN SPACEBOY,12,09/12/10 14:49,1.65,12682.0,France
247,538093,22556,PLASTERS IN TIN CIRCUS PARADE ,12,09/12/10 14:49,1.65,12682.0,France
248,538093,22386,JUMBO BAG PINK POLKADOT,10,09/12/10 14:49,1.95,12682.0,France
249,538093,22385,JUMBO BAG SPACEBOY DESIGN,10,09/12/10 14:49,1.95,12682.0,France
250,538093,20725,LUNCH BAG RED RETROSPOT,10,09/12/10 14:49,1.65,12682.0,France
251,538093,20726,LUNCH BAG WOODLAND,10,09/12/10 14:49,1.65,12682.0,France
252,538093,22383,LUNCH BAG SUKI  DESIGN ,10,09/12/10 14:49,1.65,12682.0,France
253,538093,22382,LUNCH BAG SPACEBOY DESIGN ,10,09/12/10 14:49,1.65,12682.0,France
254,538093,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,09/12/10 14:49,2.55,12682.0,France
255,538093,21558,SKULL LUNCH BOX WITH CUTLERY ,6,09/12/10 14:49,2.55,12682.0,France
256,538093,22961,JAM MAKING SET PRINTED,12,09/12/10 14:49,1.45,12682.0,France
257,538093,21452,TOADSTOOL MONEY BOX,6,09/12/10 14:49,2.95,12682.0,France
258,538093,85232D,SET/3 DECOUPAGE STACKING TINS,3,09/12/10 14:49,4.95,12682.0,France
259,538093,20749,ASSORTED COLOUR MINI CASES,2,09/12/10 14:49,7.95,12682.0,France
260,538093,20750,RED RETROSPOT MINI CASES,4,09/12/10 14:49,7.95,12682.0,France
261,538093,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,09/12/10 14:49,1.65,12682.0,France
262,538093,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,09/12/10 14:49,0.85,12682.0,France
263,538093,22197,SMALL POPCORN HOLDER,12,09/12/10 14:49,0.85,12682.0,France
264,538093,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,09/12/10 14:49,0.65,12682.0,France
265,538093,22321,BIRD DECORATION RED RETROSPOT,12,09/12/10 14:49,0.85,12682.0,France
266,538093,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,09/12/10 14:49,0.85,12682.0,France
267,538093,22948,METAL DECORATION NAUGHTY CHILDREN ,24,09/12/10 14:49,0.85,12682.0,France
268,538093,10002,INFLATABLE POLITICAL GLOBE ,12,09/12/10 14:49,0.85,12682.0,France
269,538093,22082,RIBBON REEL STRIPES DESIGN ,10,09/12/10 14:49,1.65,12682.0,France
270,538093,POST,POSTAGE,5,09/12/10 14:49,18.0,12682.0,France
271,538196,POST,POSTAGE,8,10/12/10 10:56,18.0,12731.0,France
272,538196,84879,ASSORTED COLOUR BIRD ORNAMENT,120,10/12/10 10:56,1.69,12731.0,France
273,538196,10002,INFLATABLE POLITICAL GLOBE ,36,10/12/10 10:56,0.85,12731.0,France
